X1	X2	X3	X4	X5	X6	Y1	Y2	Y3	Y4	Y5	Y6	treatByGender	gender	treatment
1.988383	2.681986	2.549919	1.260413	.402419	.220857	.943831	1.460539	2.43162	2.590465	2.656882	1.887313	1	0	0
2.083471	.05051	.508575	-1.145952	-1.972026	-.354601	-.119772	-.069943	-.899292	-.454675	-.687918	.901882	1	0	0
.13221	-.032809	-.529549	-.523099	-.91054	.324328	1.481384	.996531	.171624	.614241	-.324696	-.302558	1	0	0
1.922051	.599801	2.252092	.432766	.454629	.44072	1.791649	1.577674	.285096	.755482	.639393	1.336602	1	0	0
.392953	-1.342645	1.395727	-.392755	.168024	1.109326	-.233641	-.657609	.536463	-.517461	.917789	.688269	1	0	0
-.864255	-1.924316	-1.002096	.967388	.324703	.455513	-.387996	-.759485	-.713394	1.536252	.775849	.632884	1	0	0
1.525289	-.355605	.333893	1.988313	.203184	.662607	.316434	.360278	.466119	.826366	-.504391	-.329323	1	0	0
-.343711	-.06464	-.226262	-.012785	.026778	.237757	1.258375	.800252	.387696	.27392	.565491	-.198788	1	0	0
-.310086	.841496	.061005	.847551	.936759	1.649452	1.344927	.922301	2.10325	.611111	-.295895	.518379	1	0	0
-.860986	-.101418	-.583222	-.565264	-1.169881	-.954276	.202965	.375029	.469524	.399183	.127697	-.689217	1	0	0
1.613553	.938251	1.836794	1.093848	1.161104	.993123	.698148	-.124455	-.457312	-.014517	-.272531	-.754669	1	0	0
.521076	-.497425	-.042534	1.494451	.337254	1.478562	1.660514	.593459	1.140656	1.08853	.27935	1.687684	1	0	0
.900529	.868425	.509333	.904662	.068924	.941459	.595783	-1.202767	-.138634	.288379	-2.682516	.086374	1	0	0
.540939	.294521	1.200705	1.4838	1.525803	2.292153	-.385365	-1.085752	-.496136	.62886	-.544929	1.342081	1	0	0
.07351	-1.461907	-.459264	-.935989	-.224534	-.25285	1.78594	-.219138	.293906	-.431144	-.594018	-.723734	1	0	0
-.708014	-.496462	-.616281	-.594248	-1.098567	-.484476	-.524977	-.780954	-1.101918	.551946	-.430347	.817496	1	0	0
.554493	-.377278	-.241128	.385536	.03307	.305761	-1.300891	-2.166346	-.651846	-.569954	-.351764	-.937613	1	0	0
.719152	.303315	.436257	1.511789	-.173076	.238283	1.434307	.914877	1.06151	1.212283	.228221	-.4492	1	0	0
.365085	-.214996	.130058	-.038871	-.127126	-.06021	.320078	-1.093848	.04257	-.604365	-.154173	.326157	1	0	0
.844262	1.230126	1.389292	.412123	1.140335	.749052	1.182073	-.257632	1.716887	2.564173	.868767	.564807	1	0	0
.565334	1.70312	1.403124	.869812	.97581	.949959	1.202869	1.623381	1.520578	1.596609	.508298	.378475	1	0	0
1.557703	.820873	2.003883	.638234	.887493	1.575746	1.363537	.646337	1.610086	.074102	-1.135185	.206254	1	0	0
.237154	-.047424	-.179089	-.994979	-.524584	.383834	.098391	.013597	-.44905	-.400504	-.477248	.895939	1	0	0
-.308098	-.135708	.489968	-1.727041	-1.388636	-.114236	-.938673	-.708182	.353527	-1.297274	-.507087	.476192	1	0	0
.52007	.68494	.88395	2.238868	.847123	1.560966	-.458278	-.83894	-.617558	-.004592	-.9174	-.080001	1	0	0
.687301	-.327219	.274668	.879235	.16927	1.762818	.698583	.439691	.858181	-1.280306	-1.114175	-.814662	1	0	0
-.606195	-2.515247	-.523262	-.466795	-.451942	-.149046	-.643406	-1.36881	-.326165	-.081015	-.810696	-.968666	1	0	0
-.597938	-.183896	.874503	1.83621	.273405	.302598	-.12398	-.800092	-.143192	.331774	-.616868	.303811	1	0	0
.741362	1.265919	.986569	1.240505	-.626206	1.620974	1.622104	-.168785	1.064006	-.649075	-1.305699	.083606	1	0	0
.486957	.004093	.653278	1.969664	-.17647	.645494	-.87064	-.74528	-1.327473	-.570657	-1.501398	-.598082	1	0	0
-.325063	-.139754	-.098081	.246944	-.456541	.702671	.271664	-1.132384	.27131	-.665131	-1.025729	.26463	1	0	0
1.303714	1.776424	1.059415	.805096	.520787	.828791	1.109457	.14963	1.572162	.767778	.034978	2.333917	1	0	0
1.273338	.350965	1.371517	.677273	.418979	1.715187	-.610329	.836049	.516743	2.246915	1.168951	1.96218	1	0	0
1.309878	1.12091	1.849776	1.384051	-.763285	-.268678	-.207121	.338665	.289265	-1.015526	-1.395798	-.464851	1	0	0
1.029898	1.319747	.659053	2.234492	1.636014	2.193073	1.674609	-.361933	1.925599	1.570545	-.191988	.075109	1	0	0
-.217695	-1.988129	-.388253	.615458	.103053	.05591	.342515	-.553763	.313276	-.628108	-1.337346	-.923414	1	0	0
-.109462	.370285	.410194	1.104852	.529706	.696273	-.024602	.455123	.641846	1.638905	1.184596	1.654929	1	0	0
-.080125	1.127981	1.783734	.550883	.767364	1.989311	-.897438	-.960933	-1.151709	-.472823	.853726	.750441	1	0	0
1.895069	-.044114	1.182872	.405664	.054999	.554016	1.166042	.222129	.565998	.490355	.089621	.907877	2	0	1
.688565	.468357	1.998021	.291621	-.171981	.421824	.763431	-.949408	1.886637	-1.242439	-.562661	-.986038	2	0	1
.088978	.916696	.684273	.790013	.752968	1.910227	.573091	1.292312	1.416655	.010877	.562442	.194894	2	0	1
2.133241	1.82211	1.684878	.823883	.43774	1.140055	1.964984	.844616	.13815	-.300372	.072517	.483478	2	0	1
.441846	.097735	.359222	1.202469	1.668239	.394797	.322421	-.564318	.284665	1.012038	.351551	1.125213	2	0	1
-.244583	-.420646	-.19493	-.685223	-.44153	.672647	1.522333	-1.340184	.563331	.109889	-.980256	-.233353	2	0	1
1.469277	1.109682	1.25669	-.549024	.086588	.50626	1.546553	1.407999	1.187685	-.360515	.552244	-.356662	2	0	1
1.144465	.56787	.762755	.487994	.597298	-.667239	1.200401	.187962	.55978	-1.171489	-2.611954	-2.664352	2	0	1
.33734	-1.823731	-.560093	-1.61696	-1.388069	-1.969294	.922836	-.618229	.49214	-.619457	.291409	.96036	2	0	1
.858565	-.143161	1.22264	.051801	-.859059	.70428	1.723588	.802006	1.537836	-.880048	-1.098556	-1.372871	2	0	1
.461013	1.529051	.806133	3.043203	1.664074	2.741036	2.45179	1.448785	2.772179	1.998177	2.145283	1.678828	2	0	1
.96039	1.209836	1.333761	.758974	.684648	1.213039	.719235	-.135629	-.567854	-.540752	-.823778	-1.638811	2	0	1
-.696059	-.176141	.925223	-.698696	-.869984	-.575714	-1.249678	-1.075736	.141466	-1.412871	-.493092	-.107604	2	0	1
1.57876	.255565	1.079732	1.46216	-.521229	-.684165	2.197059	.648009	.454579	-.060439	-1.230548	-.912048	2	0	1
1.002341	1.823338	2.266663	1.957293	2.240703	2.908298	1.719445	1.766399	1.631991	.263021	.990647	1.198907	2	0	1
.823371	.247143	1.38899	1.346926	1.408819	1.838994	2.843469	2.900278	1.993912	1.215044	-.892995	-1.121813	2	0	1
.315765	.200183	.834776	2.045548	-.543183	.594	.357558	-.483487	1.482428	.807527	-.346581	-.299853	2	0	1
.869472	.66781	.172725	.320788	.06648	.723755	.963047	-.026196	.192495	.056282	.224966	.12818	2	0	1
.224674	.192124	-.094451	1.040616	1.009193	1.461321	.327996	-.559656	-.250202	.07134	.012633	-1.295253	2	0	1
-.359602	-.434016	-.78332	-.866926	-1.028458	-.676945	.44006	.520877	.636196	-.802089	-.554732	1.234662	2	0	1
2.848824	1.617604	2.583668	1.306944	1.648651	2.071758	3.141868	2.025829	3.023095	1.866923	1.503239	1.999075	2	0	1
.092297	1.261935	.828488	-.203255	.03218	.271651	.66423	.245282	1.167125	-1.0939	-.1616	1.097558	2	0	1
.72268	-.709384	-.504465	.878381	.404987	1.718907	2.559509	1.186855	1.423987	.871321	.029324	.303449	2	0	1
1.949464	.297336	.815674	.987717	.000528	-.651249	3.526743	3.167362	3.669678	.605376	.000375	-.257076	2	0	1
1.196134	1.121856	.328788	2.250457	1.424576	1.343018	2.308083	2.243003	2.577225	-.630187	1.599695	1.097221	2	0	1
.904566	1.281418	1.699447	1.830412	-.471826	.292038	2.497712	2.44323	2.684904	.56647	.874766	1.308869	2	0	1
-1.429886	-1.998757	-.584629	-2.446977	-2.215688	-.918211	-.473726	-1.322628	-.58041	-.660614	-1.095468	-1.762139	2	0	1
-.109693	.274662	1.194302	.720236	-.740306	-.103837	.116463	-1.288992	.17703	-2.026486	-3.245215	-1.543905	2	0	1
-1.163528	-.055393	-.131951	2.647456	1.434295	1.65605	-.820654	-.216182	.062995	1.844696	.492368	1.601182	2	0	1
.298697	.717995	1.457999	.753254	-.694853	1.071198	1.963484	2.102603	2.88761	.810444	-2.023721	.483972	2	0	1
.737261	.462655	-.373794	.747273	.598283	.75508	.538755	1.00081	.552493	.372835	.021865	.049369	2	0	1
-.424628	.175763	.442859	-1.741366	.041695	.897812	.324386	-.639618	.219503	-.978761	-1.160265	.926857	2	0	1
-.580622	-.33648	1.372071	-1.883213	-.738208	-.598356	.365415	-.285695	1.433745	-.950947	.496283	.644098	2	0	1
1.891031	1.671225	2.172609	.565134	1.201541	2.0495	1.404176	.34355	2.222486	.322214	.240214	-.271505	2	0	1
2.352699	1.455213	.995223	2.052911	.303234	1.053007	1.386518	-1.138732	1.063836	-.615928	-.281778	-1.453824	2	0	1
.708497	.400766	.361551	-.010763	.255144	.352367	-1.013717	-1.723383	-.854045	-1.767639	-1.483104	-2.961035	2	0	1
.547228	.72294	1.255153	1.223842	1.02185	1.038921	1.533825	1.382411	1.289037	.721494	-.20373	-.573234	2	0	1
-.139409	-.931935	-1.854068	-.755969	-.844598	-.207587	1.477023	.747768	.90698	.727739	2.395841	1.524692	2	0	1
.200026	.0024	.092532	.439243	1.195378	1.3115	1.359232	-.515613	.339885	-.584595	.167462	.662771	2	0	1
-.620381	.046109	-.01412	-.449104	-.358559	-.095235	.127678	-.403004	.949315	.36699	-.372836	.032333	2	0	1
-.145292	1.082369	1.263007	.634498	.571715	.308515	1.138327	1.230662	1.217212	-.505045	-.499005	-1.008368	2	0	1
.204988	.468445	-.083328	.941503	.435561	.453893	1.789001	1.455602	1.676132	.6521	-.537332	.464231	2	0	1
.204752	-.473022	-1.130865	-.04891	.105012	.899834	-.221672	-.888821	.496598	-.886403	-1.953334	-2.20365	2	0	1
.644426	1.93712	1.614035	1.527546	.818593	.751627	.346829	1.350228	1.992731	1.463444	1.339163	.263891	2	0	1
-.007864	-2.023579	-.112409	-1.479002	-1.309711	-.090772	.443209	-.765403	.455123	-1.772611	-2.072886	-.684898	2	0	1
.306393	-.53019	.103117	1.021741	.256735	1.910971	3.130262	.057197	1.848088	.270474	-.802684	-.64441	2	0	1
-.242787	.862644	1.509012	1.194905	1.579076	1.344161	.122969	-1.678098	.730435	.018359	.464665	-.261589	2	0	1
1.406983	.254257	.31753	-1.22543	-.695738	.193779	1.850533	2.727909	3.522236	1.158486	2.003919	2.045354	2	0	1
1.141276	.360539	.673232	.420992	1.234256	.416731	1.11539	-.002727	.816171	-.340827	-.650722	.71546	2	0	1
.410376	.248919	-.02386	2.094558	.514348	1.123215	1.705131	.256368	1.578932	.254246	1.457742	.094357	2	0	1
1.025979	.011953	.641018	-.029915	.938264	.98605	1.899428	1.455454	.884645	.289854	-1.070094	1.383077	2	0	1
.943021	1.178833	1.594913	.406918	.049305	1.174626	1.982266	.435005	1.664372	.009632	.853442	1.887023	2	0	1
-.376748	-.414293	-.506514	-2.322784	-1.328878	-.047224	1.942195	1.932554	2.678946	-.658316	-1.143543	-.479497	2	0	1
-.311669	-.934755	.184722	.615132	.356305	.073349	.280723	-.427656	.159701	.301006	-1.199666	.302698	2	0	1
-1.642286	-1.391467	-.203027	1.366667	-.386615	.314277	.315859	.080485	.663002	.053453	-.304453	-.036252	2	0	1
1.607425	2.879669	1.122805	2.341924	2.065104	3.422592	1.533219	.351024	1.476872	.477948	-.841062	.766623	2	0	1
-.664283	-1.242823	-.614588	.626648	-.117797	1.020256	1.36626	.869013	1.913826	.930941	-.371755	-.129699	2	0	1
1.295595	-.411661	.278418	.646883	.627871	1.14992	1.603987	.477168	1.47215	2.542475	.739823	.671231	2	0	1
-.126857	-.692463	-.525223	.585547	-.817971	-.853997	.614445	-1.354928	-.760905	.134784	-1.668325	-.830687	2	0	1
.118836	-1.22961	-1.01503	.690864	.665037	.193224	1.382501	.248254	.975643	1.558073	.809298	.762626	2	0	1
.924042	-.298717	.808958	.64664	.199365	.008408	2.981123	1.524715	2.808306	-1.226922	-2.077457	-2.426435	2	0	1
.99079	.96487	1.19641	.9683	1.331282	2.13279	1.917396	1.610576	2.333996	1.970226	.377684	3.763906	2	0	1
-.592612	-.182852	-1.02454	-.322082	-.868784	.055368	-.469195	.857733	.959528	.717829	.36819	.942957	2	0	1
-1.77034	-1.553861	.280207	1.264164	-.144915	2.814559	.358516	-.322279	.696991	-.110922	.788712	1.521385	2	0	1
.598193	.126675	.218786	-.095353	-1.641103	-1.397233	1.559651	.579075	.962159	-.172987	-.893948	-.030588	2	0	1
1.647414	.895118	1.848938	2.611088	1.886026	1.795983	1.869907	2.546434	1.321261	1.120482	1.129845	.388984	2	0	1
-.059531	-.443099	1.056196	1.705229	-1.106113	.398292	1.486235	.596286	.847767	.92489	.441079	.895562	2	0	1
-.418835	-2.167385	-.816147	-.473255	-1.245901	-.89801	.434894	-.819425	.469034	-.536662	-1.947707	-.757958	2	0	1
.990737	.498107	.597519	.991284	.639771	1.856976	1.516006	.287636	1.932155	.459951	.327046	.133758	2	0	1
-.477147	-1.3593	.339186	-1.434393	-.587632	-1.421879	-.433869	-1.521668	.324502	-1.562703	-1.464574	-1.270229	2	0	1
.745201	.217442	.199909	.246454	-.631919	-.435081	1.344369	1.555018	1.340254	-.973681	-1.203255	.521444	2	0	1
-.468093	.469016	.4663	.929618	-.250792	.873818	.049506	-1.329929	-.008298	.545191	.234874	-1.221652	2	0	1
1.457301	2.311559	2.316467	2.447318	1.425539	2.270574	1.094588	1.111681	2.378223	.565923	-.193752	-.811154	2	0	1
.205245	-.32884	.493138	1.070012	1.250598	1.672254	.955204	.940856	2.681359	.678872	1.162682	.725974	2	0	1
1.024049	.456725	1.274576	.165362	-.010491	.280207	1.708498	2.859449	2.148738	2.512731	.806472	.327475	2	0	1
.452325	.689082	.818087	.458842	1.444931	.692557	.683937	.187277	.707016	.240319	.383902	.477345	3	1	0
-.69281	1.410347	-.127123	-.31376	1.250714	.657557	.274109	-.808159	-.883582	.362658	1.86064	1.359917	3	1	0
.271531	-.327661	-1.169331	-.061258	1.122923	-.10879	.666227	-.160438	-.243184	-1.054697	1.027107	-.884982	3	1	0
1.107779	1.493865	.855052	1.93238	1.196133	1.758962	1.156236	.834947	.661013	.678563	1.124854	.85461	3	1	0
1.997878	1.148044	.566343	1.616834	1.384904	.241802	.070904	-1.272444	-.243436	-2.022452	-.192256	-.800319	3	1	0
1.82732	.843852	1.386509	1.890499	1.364303	.364544	.961366	1.136367	1.236866	2.935415	1.613692	1.35777	3	1	0
.096956	-3.606974	-.80715	-2.405402	-1.39356	-1.460933	-.161288	-1.6501	-.943111	-.970699	-.440019	-.981434	3	1	0
-.516808	-.492062	-.684004	.89416	.795285	.832765	-.040981	-.055155	.606303	.938917	.415974	1.301313	3	1	0
1.402334	.742655	1.863345	-.009652	.695366	.598771	2.104854	.41839	2.821076	-.068264	.873839	2.174511	3	1	0
1.559811	2.138081	2.840678	2.244178	1.581756	.178392	.07207	.040164	1.600568	.926717	1.34371	.156705	3	1	0
-.139236	-1.705379	-.726658	-1.539286	-1.760455	-.944864	.768985	1.199511	.354473	-.439048	.458742	-.267396	3	1	0
1.4251	.388153	.83316	.400781	.751119	-.343688	.327259	-.883077	.570197	-.356272	.571851	-.80157	3	1	0
-.558046	.214195	1.597242	1.035743	.052277	.824065	1.047922	.605441	1.762881	1.352683	1.390652	2.625264	3	1	0
1.513498	2.32518	2.318129	2.712487	1.967123	2.741698	1.805421	.488974	1.55366	1.424863	1.190346	1.990651	3	1	0
2.138461	.483548	.616394	.221901	1.375099	.330767	-.307206	-.802798	.778318	-.294371	1.326153	-.007804	3	1	0
-.52419	-.142816	-.641946	-.114434	.317123	.132632	.253281	-.398281	-.327304	.179246	-.223212	-.637423	3	1	0
1.874506	.575819	.657927	.806784	1.099878	1.058827	2.647232	.833127	1.532147	.200829	.464341	-.100989	3	1	0
.369407	.254522	1.131376	1.19866	1.609728	2.208665	1.067042	.955545	1.479946	.782717	1.171599	.314391	3	1	0
.4243	-1.231082	.055337	-.611434	-.683006	-.016335	.025499	.058042	.082918	.674384	.408803	1.346412	3	1	0
1.850689	2.189349	2.439243	1.305153	1.608507	.469051	1.786315	1.1121	2.634632	2.612742	1.497833	.235011	3	1	0
-.941444	-1.417335	.102987	-1.041771	.100243	-1.457194	.029126	-.718875	-.617598	-.198228	-.21908	-.980439	3	1	0
2.078561	.74256	1.169977	1.14073	2.880863	1.37956	1.72289	.292485	-.010125	.639615	1.558971	1.115045	3	1	0
-.374448	-1.321922	-.327742	.361367	1.738637	.996195	-.775234	-.556339	-.070684	-1.783209	.882632	.526455	3	1	0
.045394	-.500202	-.088116	1.347822	2.203564	2.094258	-.073862	.626262	.083366	1.775963	1.505662	.597437	3	1	0
-.298588	-1.004138	-.746648	-.273731	1.385086	-.084316	1.450587	-.332015	.610068	2.009466	1.876551	1.044358	3	1	0
.33929	-.713378	-.669314	-1.175972	-.740934	-.846234	1.236241	.851744	.970864	-.177718	-.081651	-.108684	3	1	0
1.795294	1.890046	2.849185	.546729	1.240127	-.138376	2.435514	1.106862	3.070841	.345938	.293657	-1.264513	3	1	0
-.147749	-.768442	-.35643	.094945	1.683862	-.311132	-.259809	-1.068553	-.459657	-.434934	2.410692	-.351423	3	1	0
-.454829	-.414757	-.730928	-.007373	1.009765	1.958607	1.353648	.167047	2.065556	.797965	2.142187	1.821708	3	1	0
1.533281	-.390723	.171011	-.389496	-.029487	.905269	1.230857	1.183355	1.041545	-.999354	-.340227	.780318	3	1	0
.548733	-.682529	.507742	-1.952514	-.353803	-.594523	.793624	-.208887	1.689202	-1.324465	-.185363	-1.52947	3	1	0
-.62037	.574494	.157463	1.31154	1.233149	2.974504	.872293	.211853	.239432	.578696	1.247117	.569386	3	1	0
2.084367	1.093915	1.017797	.388235	.631869	-.146083	1.997091	1.397703	1.512816	1.571301	2.026263	.757587	3	1	0
1.536326	1.819808	.42957	.686471	1.420522	1.764164	.786095	1.20569	.453511	.125153	1.010252	.633468	3	1	0
-.098219	-2.653785	-.679139	-.955417	-.173165	-.202088	1.462626	.435968	.787579	.590436	1.633665	-.196994	3	1	0
-1.208391	-.125389	-1.30026	.436847	2.099409	.971937	-1.345479	-.45662	-.362021	.892313	1.392555	.991943	3	1	0
.365378	.058718	-.116202	-.476609	2.123536	1.495926	.504426	.84686	.710609	.481093	.350005	.058411	3	1	0
-.424895	-1.118022	-.082051	.008631	.771194	-.479059	-1.832503	-.72394	-.957649	1.551678	.722399	1.081605	3	1	0
-.742025	-1.012311	-.567666	-.281915	.8479	1.18465	-1.227317	-1.377207	-.441623	-2.011109	-1.017193	-.897682	3	1	0
1.761872	-.359241	-.008077	1.18466	1.356147	.536379	1.10193	-.685889	1.004618	-.746455	.317062	-1.456208	3	1	0
.633077	.50043	.838163	.414129	1.406263	-.419139	1.072264	.977392	1.579744	1.423916	.720942	-.621896	3	1	0
.511178	-.278562	.422096	1.749451	1.656342	.689934	-.816975	-.501988	-1.16647	.222173	.64721	.501353	3	1	0
-.002736	-.23854	.699456	.5016	.86029	.84251	-.384717	-.177634	-.101939	.417853	.405732	.802615	3	1	0
.414425	-1.394799	.468516	1.500192	.420578	-.514247	2.273527	.627953	.6319	1.543036	.733423	.810295	3	1	0
-.184312	-1.703714	-.357723	-.809748	1.571412	.516689	1.256182	1.335545	1.679924	.783216	1.749533	1.267874	3	1	0
.80633	-.084374	.54781	-.233196	.730895	-.105378	1.591857	.523416	.427333	-.264168	.737179	1.762836	3	1	0
-.990617	.302655	.231731	.370605	-.035385	.620539	-.050002	.657158	.87131	.339414	.301616	.240981	3	1	0
.842508	.469119	1.397745	.704898	.93305	.212508	-1.005892	-.458694	-.749088	-.771947	.417974	.093463	3	1	0
1.328747	2.01781	1.679958	1.400352	1.258582	-.071299	.72957	1.028191	.42056	1.593548	.925092	1.387866	3	1	0
-.301291	1.224461	-.599382	-.121014	.577858	.098716	-1.031411	-1.553869	-2.444297	-.989232	-.70995	-.910654	3	1	0
.356157	1.745172	1.656268	.069588	1.476308	.308075	.262127	1.374163	1.103059	.688271	1.088642	.894545	3	1	0
.190787	-.614096	.7478	-.031916	.475495	.25027	.529646	.043861	.62435	.396593	-.408997	.011921	3	1	0
-.464581	-1.042545	1.674267	.910343	.016754	-.270159	-.581331	-.684389	.43402	.134658	-.19306	-.319131	3	1	0
.515063	1.055167	.053667	.418504	1.814571	1.472679	.574868	.407811	.481522	1.476354	1.294699	2.765743	3	1	0
.556492	-.855418	-.291134	1.325156	.861714	1.083102	-.08881	-.505504	.512555	2.172857	-.215362	.693406	3	1	0
.225374	-.499052	-.11206	-.457579	.994465	.158551	.152093	.247214	-.447113	-.233867	.901074	.533354	3	1	0
.501618	-.829337	-.595845	-.96508	.140576	-.197323	-.487401	-.062286	.509389	-1.031163	-.161741	.490098	3	1	0
.886455	-.361833	-.482078	-.751753	.331574	-.762433	.339928	-1.299088	-.187979	-1.741783	.559334	-.299954	3	1	0
-1.034328	-1.675454	-.250118	-2.090732	-2.094068	-1.317558	.417925	-.296064	.528895	-.670116	-.410788	-.880611	3	1	0
.240743	-.128864	-.02674	.304821	.120019	.272585	-.385007	-1.747087	-.541902	-1.768263	-1.468664	-.821614	3	1	0
-.189504	-1.018721	.984905	.243555	.803915	-.216161	-1.104537	-1.246248	-.633344	.172164	1.712876	-.580155	3	1	0
.022875	.163898	-.152656	.975051	1.028003	.699241	.221913	1.011259	1.667776	2.190904	1.032999	.730172	3	1	0
.367198	-.372476	.582743	-.076585	.086253	.275971	1.098075	.156961	.115185	1.098908	.385606	1.371276	3	1	0
-.231845	.292046	1.174588	1.012404	1.557	1.010822	.810997	1.28753	1.076927	.46932	1.02624	.207629	3	1	0
-.190411	.118948	.775071	2.199838	1.5827	2.21837	.558131	-.215455	-.120066	-1.006741	.87244	.608446	3	1	0
-1.297896	-1.325107	-.047355	-.301429	1.319022	.898739	.449197	-.916763	1.249847	.112421	1.532363	2.168294	3	1	0
1.67025	.415647	1.466217	.090413	.127847	.999005	2.447491	-.194963	2.393879	.998324	.694638	1.240451	3	1	0
1.361424	1.142912	1.953718	3.094142	2.059118	1.835688	1.54392	1.060741	1.050521	1.05184	1.161075	.54497	3	1	0
-.997073	.486079	-.155542	.349325	-.378613	-.349794	-.25756	-.503426	-.712389	-.018874	.47593	1.482301	3	1	0
1.309733	.693102	2.379457	1.110081	.328795	.318998	1.810219	.806645	2.117901	.097602	.110334	1.387462	3	1	0
.649351	-.505481	.371159	-.18958	.267936	-.614852	1.94377	1.204553	3.098187	.381481	.553704	.318913	3	1	0
1.038343	.694432	1.126167	.409827	.591865	.442398	.51278	-2.111614	-.394951	-1.174663	-.810285	-.622182	3	1	0
